Month,franchiseId,State,District ,Town,totalRf,totalSales,totalEarnings,Type
Feb-19,F103833,Karnataka,Dakshina Kannada,Mangalore,  5 ,"  38,154 ",  229 ,DIGITAL
Feb-19,F103879,Karnataka,Hassan,Channarayaptna,  4 ,"  13,787 ",  83 ,DIGITAL
Feb-19,F103881,Karnataka,Mandya,Pandavapura,  6 ,"  51,734 ",  310 ,DIGITAL
Feb-19,F103909,Karnataka,Hassan,Arsikere,  3 ,"  55,895 ",  335 ,DIGITAL
Feb-19,F103942,Tamil Nadu,Sivaganga,Karaikudi,  8 ,"  81,790 ",  491 ,DIGITAL
Feb-19,F103954,Andhra Pradesh,Ananthapur,Narpala,  2 ,"  108,510 ",  651 ,DIGITAL
Feb-19,F103965,Telangana,Nalgonda,Nalgonda,  1 ,  -   ,  -   ,DIGITAL
Feb-19,F103994,Maharashtra,Kolhapur,Karvir,  2 ,  20 ,  0 ,DIGITAL
Feb-19,F104064,Andhra Pradesh,Ananthapur,Hindupur,  1 ,  -   ,  -   ,DIGITAL
Feb-19,F104081,Andhra Pradesh,Kurnool,Kurnool,  7 ,"  5,809 ",  35 ,DIGITAL
Feb-19,F104133,Telangana,Mahabub Nagar,Addakal,  2 ,"  8,344 ",  50 ,DIGITAL
Feb-19,F104160,Andhra Pradesh,Nellore,Marripadu,  2 ,"  46,398 ",  278 ,DIGITAL
Feb-19,F104203,Madhya Pradesh,Dhar,Dhar,  1 ,  -   ,  -   ,DIGITAL
Feb-19,F104247,Andhra Pradesh,Ananthapur,Rayadurg,  9 ,"  121,131 ",  727 ,DIGITAL
Feb-19,F104306,Andhra Pradesh,East Godavari,Kakinada (Urban),  1 ,  -   ,  -   ,DIGITAL
Feb-19,F104312,Telangana,Warangal,Wardhannapet,  2 ,"  2,063 ",  12 ,DIGITAL
Feb-19,F104340,Andhra Pradesh,Guntur,Macherla,  1 ,  -   ,  -   ,DIGITAL
Feb-19,F104349,Maharashtra,Yavatmal,Kalamb,  1 ,  -   ,  -   ,DIGITAL
Feb-19,F104377,Andhra Pradesh,Nellore,Dakkili,  2 ,"  1,037 ",  6 ,DIGITAL
Feb-19,F104406,Andhra Pradesh,East Godavari,Bikkavolu,  1 ,  -   ,  -   ,DIGITAL
Feb-19,F104458,Andhra Pradesh,Nellore,Sangam,  1 ,  -   ,  -   ,DIGITAL
Feb-19,F104518,Andhra Pradesh,Krishna,Chatrai,  5 ,"  52,264 ",  314 ,DIGITAL
Feb-19,F104524,Madhya Pradesh,Rajgarh,Sarangpur,  2 ,"  14,296 ",  86 ,DIGITAL
Feb-19,F104525,Tamil Nadu,Thanjavur,Kumbakonam,  2 ,"  5,687 ",  34 ,DIGITAL
Feb-19,F104568,Telangana,Mahabub Nagar,Amangal,  4 ,"  56,093 ",  337 ,DIGITAL
Feb-19,F104580,Telangana,Khammam,Khammam (Urban),  1 ,  -   ,  -   ,DIGITAL
Feb-19,F104711,Karnataka,Bijapur(KAR),Bijapur,  3 ,"  1,002 ",  6 ,DIGITAL
Feb-19,F104720,Maharashtra,Ratnagiri,Ratnagiri,  3 ,"  19,338 ",  116 ,DIGITAL
Feb-19,F103669,Karnataka,Uttara Kannada,Bhatkal,  12 ,"  38,751 ",  233 ,DIGITAL
Feb-19,F103693,Karnataka,Tumakuru,Tiptur,  6 ,"  36,396 ",  218 ,DIGITAL
Feb-19,F103220,Karnataka,Dharwad,Kalghatgi,  11 ,"  46,953 ",  281 ,DIGITAL
Feb-19,F103227,Karnataka,Dharwad,Navalgund,  2 ,  200 ,  1 ,DIGITAL
Feb-19,F103238,Karnataka,Belgaum,Khanapur,  1 ,"  38,018 ",  228 ,DIGITAL
Feb-19,F103200,Karnataka,Davangere,Anaburu,  1 ,  49 ,  0 ,DIGITAL
Feb-19,F103252,Karnataka,Shimoga,Sorab,  5 ,"  109,810 ",  659 ,DIGITAL
Feb-19,F103306,Karnataka,Belgaum,Chikodi,  2 ,  840 ,  5 ,DIGITAL
Feb-19,F104803,Andhra Pradesh,Chittoor,Palamaner,  1 ,  357 ,  2 ,DIGITAL
Feb-19,F103670,Kerala,Thiruvananthapuram,Neyyattinkara,  1 ,"  9,337 ",  56 ,DIGITAL
Feb-19,F103679,Andhra Pradesh,Cuddapah,Chitvel,  1 ,  290 ,  2 ,DIGITAL
Feb-19,F103618,Karnataka,Chickmagalur,Koppa,  9 ,"  225,269 ","  1,352 ",DIGITAL
Feb-19,F103478,Karnataka,Uttara Kannada,Mundgod,  1 ,"  46,138 ",  277 ,DIGITAL
Feb-19,F103743,Karnataka,Ramanagar,Kanakapura,  1 ,  380 ,  2 ,DIGITAL
Feb-19,F104558,Telangana,Warangal,Parvathagiri,  1 ,"  9,722 ",  58 ,DIGITAL
Feb-19,F103783,Karnataka,Raichur,Deodurga,  1 ,  225 ,  1 ,DIGITAL
Feb-19,F103491,Karnataka,Kolar,Srinivasapura,  3 ,"  32,599 ",  196 ,DIGITAL
Feb-19,F103802,Kerala,Kozhikode,Vadakara,  16 ,"  233,146 ","  1,399 ",DIGITAL
Feb-19,F103408,Karnataka,Shimoga,Sagar,  3 ,"  28,695 ",  172 ,DIGITAL
Feb-19,F103853,Andhra Pradesh,Kurnool,Kurnool,  1 ,"  39,041 ",  234 ,DIGITAL
Feb-19,F103341,Karnataka,Dakshina Kannada,Bantval,  8 ,"  129,400 ",  776 ,DIGITAL
Feb-19,F103828,Karnataka,Shimoga,Hosanagara,  1 ,"  8,510 ",  51 ,DIGITAL
Feb-19,F103832,Telangana,Karim Nagar,Gattepalli,  5 ,"  20,360 ",  122 ,DIGITAL
Feb-19,F103628,Karnataka,Bagalkot,Bagalkot,  1 ,"  4,688 ",  26 ,DIGITAL
Feb-19,F103810,Andhra Pradesh,Kurnool,Kurnool,  3 ,  770 ,  5 ,DIGITAL
Feb-19,F103845,Karnataka,Tumkur,Sira,  1 ,"  3,302 ",  20 ,DIGITAL
Feb-19,F103855,Telangana,Nalgonda,Bhongiri,  1 ,"  15,991 ",  96 ,DIGITAL
Feb-19,F104664,Andhra Pradesh,Krishna,Krishna,  1 ,  10 ,  0 ,DIGITAL
Feb-19,F103480,Karnataka,Tumkur,Sira,  14 ,"  87,233 ",  523 ,DIGITAL
Feb-19,F103877,Telangana,Warangal,Nekkonda,  2 ,"  16,713 ",  100 ,DIGITAL
Feb-19,F103391,Andhra Pradesh,Ananthapur,Anantapur,  9 ,"  41,303 ",  248 ,DIGITAL
Feb-19,F103589,Tamil Nadu,Vellore,Katpadi,  10 ,"  99,875 ",  599 ,DIGITAL
Feb-19,F103860,Andhra Pradesh,Nellore,Kavali,  1 ,  746 ,  4 ,DIGITAL
Feb-19,F104402,Madhya Pradesh,Sehore,Budhni,  1 ,  133 ,  1 ,DIGITAL
Feb-19,F103883,Tamil Nadu,Salem,Salem,  1 ,"  11,323 ",  68 ,DIGITAL
Feb-19,F103658,Tamil Nadu,Tiruvarur,Thiruthuraipoondi,  2 ,"  7,037 ",  42 ,DIGITAL
Feb-19,F103988,Telangana,Nizamabad,Nizamabad,  2 ,"  5,028 ",  30 ,DIGITAL
Feb-19,F170188,Karnataka,Kolar,Chintamani,  2 ,"  1,482 ",  9 ,DIGITAL
Feb-19,F103233,Karnataka,Mandya,Nagamangala,  1 ,  220 ,  1 ,DIGITAL
Feb-19,F103969,Maharashtra,Kolhapur,Karvir,  1 ,  35 ,  0 ,DIGITAL
Feb-19,F104057,Karnataka,Dakshina Kannada,Puttur,  1 ,  164 ,  1 ,DIGITAL
Feb-19,F103768,Karnataka,Raichur,Raichur,  1 ,"  11,943 ",  72 ,DIGITAL
Feb-19,F103600,Andhra Pradesh,East Godavari,Atreyapuram Mandal,  3 ,"  17,742 ",  104 ,DIGITAL
Feb-19,F104035,Telangana,Warangal,Maripeda,  2 ,"  15,211 ",  91 ,DIGITAL
Feb-19,F104054,Madhya Pradesh,Sehore,Sehore,  2 ,"  2,260 ",  14 ,DIGITAL
Feb-19,F104090,Tamil Nadu,Salem,Salem,  2 ,  531 ,  3 ,DIGITAL
Feb-19,F103558,Karnataka,Gulbarga,Gulbarga,  1 ,  300 ,  2 ,DIGITAL
Feb-19,F104122,Andhra Pradesh,Krishna,Pamarru,  1 ,"  1,013 ",  6 ,DIGITAL
Feb-19,F104002,Telangana,Nalgonda,Miryalguda,  1 ,  250 ,  2 ,DIGITAL
Feb-19,F104039,Telangana,Nizamabad,Bodhan,  3 ,"  24,966 ",  150 ,DIGITAL
Feb-19,F104063,Karnataka,Hassan,Hassan,  2 ,"  3,901 ",  23 ,DIGITAL
Feb-19,F173063,Karnataka,Hassan,Belur,  3 ,"  1,497 ",  9 ,DIGITAL
Feb-19,F170519,Telangana,Medak,Ramayampet,  1 ,  384 ,  2 ,DIGITAL
Feb-19,F104180,Karnataka,Dakshina Kannada,Mangalore,  1 ,  693 ,  4 ,DIGITAL
Feb-19,F168656,Karnataka,Yadgir,Shahpur,  11 ,"  58,072 ",  348 ,DIGITAL
Feb-19,F104202,Telangana,Medak,Ramayampet,  1 ,"  1,807 ",  11 ,DIGITAL
Feb-19,F104194,Andhra Pradesh,Chittoor,Kalikiri,  2 ,"  15,585 ",  94 ,DIGITAL
Feb-19,F104246,Karnataka,Hassan,Hassan,  2 ,  411 ,  2 ,DIGITAL
Feb-19,F104512,Telangana,K.V.Rangareddy,Saroornagar,  2 ,"  16,867 ",  101 ,DIGITAL
Feb-19,F165844,Andhra Pradesh,Nellore,Naidupeta,  1 ,"  6,725 ",  40 ,DIGITAL
Feb-19,F166351,Madhya Pradesh,Morena,Morena,  1 ,"  5,602 ",  34 ,DIGITAL
Feb-19,F104251,Maharashtra,Buldhana,Khamgaon,  2 ,  716 ,  4 ,DIGITAL
Feb-19,F104334,Andhra Pradesh,Ananthapur,Uravakonda,  2 ,"  18,660 ",  112 ,DIGITAL
Feb-19,F104338,Maharashtra,Akola,Akoli Jahangir,  7 ,"  25,827 ",  155 ,DIGITAL
Feb-19,F104231,Telangana,Warangal,Mahabubabad,  1 ,"  1,302 ",  8 ,DIGITAL
Feb-19,F104357,Telangana,Warangal,Mulug,  2 ,"  32,126 ",  193 ,DIGITAL
Feb-19,F104508,Telangana,Khammam,Aswaraopet,  1 ,  204 ,  1 ,DIGITAL
Feb-19,F103218,Karnataka,Mandya,Srirangapatna,  1 ,"  5,474 ",  33 ,DIGITAL
Feb-19,F103698,Karnataka,Chickmagalur,Chikmagalur,  1 ,"  1,557 ",  9 ,DIGITAL
Feb-19,F104200,Andhra Pradesh,Krishna,Tiruvuru,  1 ,  928 ,  6 ,DIGITAL
Feb-19,F172449,Maharashtra,Nashik,Malegaon,  2 ,  50 ,  0 ,DIGITAL
Feb-19,F104447,Andhra Pradesh,Srikakulam,Saravakota Mandal,  3 ,"  19,444 ",  116 ,DIGITAL
Feb-19,F104719,Maharashtra,Satara,Karad,  1 ,"  23,665 ",  142 ,DIGITAL
Feb-19,F104393,Andhra Pradesh,Cuddapah,S.Mydukur,  1 ,"  9,922 ",  60 ,DIGITAL
Feb-19,F104473,Telangana,Khammam,Yellandu,  1 ,"  16,846 ",  101 ,DIGITAL
Feb-19,F104299,Pondicherry,Karaikal,Dharmapuram,  2 ,"  27,143 ",  163 ,DIGITAL
Feb-19,F175419,Madhya Pradesh,Morena,Ambah,  2 ,  338 ,  2 ,DIGITAL
Feb-19,F104309,Telangana,Medak,Dubbak,  1 ,"  2,110 ",  13 ,DIGITAL
Feb-19,F104521,Karnataka,Chickmagalur,Kadur,  1 ,"  11,598 ",  70 ,DIGITAL
Feb-19,F103578,Andhra Pradesh,Chittoor,Palamaner,  3 ,"  34,424 ",  207 ,DIGITAL
Feb-19,F104529,Tamil Nadu,Nagapattinam,Mayiladuthurai,  1 ,"  3,482 ",  21 ,DIGITAL
Feb-19,F104204,Tamil Nadu,Tiruchirappalli,Manapparai,  1 ,"  3,493 ",  21 ,DIGITAL
Feb-19,F103487,Karnataka,Kolar,Chintamani,  7 ,"  93,286 ",  560 ,DIGITAL
Feb-19,F104501,Andhra Pradesh,Guntur,Krosuru,  1 ,"  50,157 ",  301 ,DIGITAL
Feb-19,F103197,Karnataka,Davangere,Harihar,  1 ,"  4,844 ",  29 ,DIGITAL
Feb-19,F168324,Madhya Pradesh,Guna,Guna,  1 ,"  11,921 ",  71 ,DIGITAL
Feb-19,F104621,Maharashtra,Aurangabad,Aurangabad,  1 ,"  13,464 ",  81 ,DIGITAL
Feb-19,F104658,Maharashtra,Nashik,Sinnar,  1 ,"  4,357 ",  26 ,DIGITAL
Feb-19,F104661,Telangana,Adilabad,Luxettipet,  4 ,"  18,896 ",  113 ,DIGITAL
Feb-19,F104450,Madhya Pradesh,Shivpuri,Narwar,  1 ,  288 ,  2 ,DIGITAL
Feb-19,F104534,Telangana,Adilabad,Luxettipet,  3 ,"  62,824 ",  377 ,DIGITAL
Feb-19,F138681,Karnataka,Kolar,Bagepalli,  4 ,"  3,950 ",  24 ,DIGITAL
Feb-19,F104679,Kerala,Thiruvananthapuram,Chirayinkeezhu,  1 ,"  3,307 ",  20 ,DIGITAL
Feb-19,F170185,Telangana,Nizamabad,Banswada,  2 ,"  1,811 ",  11 ,DIGITAL
Feb-19,F104105,Andhra Pradesh,Krishna,Avanigadda,  1 ,"  1,564 ",  9 ,DIGITAL
Feb-19,F104269,Andhra Pradesh,Srikakulam,Tekkali,  1 ,"  10,305 ",  62 ,DIGITAL
Feb-19,F104721,Tamil Nadu,Tuticorin,Tiruchendur,  1 ,  168 ,  1 ,DIGITAL
Feb-19,F103303,Karnataka,Shimoga,Shikarpur,  1 ,"  6,807 ",  41 ,DIGITAL
Feb-19,F103648,Andhra Pradesh,Chittoor,Palamaner,  2 ,"  1,968 ",  12 ,DIGITAL
Feb-19,F104722,Andhra Pradesh,East Godavari,Amalapuram,  2 ,"  10,489 ",  44 ,DIGITAL
Feb-19,F104319,Kerala,Wayanad,Vythiri,  1 ,"  51,476 ",  309 ,DIGITAL
Feb-19,F104778,Maharashtra,Gondia,Sadak Arjuni,  2 ,"  7,130 ",  43 ,DIGITAL
Feb-19,F104798,Tamil Nadu,Ramanathapuram,Ramanathapuram,  2 ,"  1,061 ",  6 ,DIGITAL
Feb-19,F171995,Kerala,Ernakulam,Aluva,  1 ,  766 ,  5 ,DIGITAL
Feb-19,F104833,Pondicherry,Pondicherry,Pondicherry,  1 ,  204 ,  1 ,DIGITAL
Feb-19,F103349,Karnataka,Udupi,Kundapura,  3 ,"  24,362 ",  146 ,DIGITAL
Feb-19,F104528,Andhra Pradesh,Nellore,Nellore,  1 ,  95 ,  1 ,DIGITAL
Feb-19,F103640,Karnataka,Dharwad,Dharwad,  2 ,"  50,328 ",  302 ,DIGITAL
Feb-19,F103364,Karnataka,Udupi,Udupi,  2 ,"  5,255 ",  32 ,DIGITAL
Feb-19,F103370,Karnataka,Chamrajnagar,Gundlupet,  1 ,"  17,478 ",  105 ,DIGITAL
Feb-19,F103394,Kerala,Kannur,Taliparamba,  1 ,"  5,616 ",  34 ,DIGITAL
Feb-19,F103407,Karnataka,Uttara Kannada,Haliyal,  2 ,"  8,220 ",  49 ,DIGITAL
Feb-19,F103438,Karnataka,Bijapur(KAR),Indi,  1 ,  610 ,  4 ,DIGITAL
Feb-19,F103296,Karnataka,Uttara Kannada,Siddapur,  1 ,  398 ,  2 ,DIGITAL
Feb-19,F166439,Karnataka,Tumkur,Kunigal,  2 ,"  8,580 ",  51 ,DIGITAL
Feb-19,F103523,Kerala,Kasargod,Kasaragod,  1 ,  598 ,  4 ,DIGITAL
Feb-19,F103441,Karnataka,Bijapur(KAR),Sindgi,  2 ,"  8,685 ",  51 ,DIGITAL
Feb-19,F103512,Karnataka,Bijapur(KAR),Bijapur,  5 ,  752 ,  5 ,DIGITAL
Feb-19,F103430,Andhra Pradesh,Prakasam,Ongole,  1 ,  965 ,  6 ,DIGITAL
Feb-19,F103443,Karnataka,Bijapur(KAR),B.bagewadi,  1 ,  11 ,  0 ,DIGITAL
Feb-19,F103312,Karnataka,Uttara Kannada,Kumta,  2 ,"  17,517 ",  105 ,DIGITAL
Feb-19,F103513,Karnataka,Kolar,Mulbagal,  2 ,"  7,605 ",  46 ,DIGITAL
Feb-19,F103506,Karnataka,Chickmagalur,Tarikere,  1 ,"  16,596 ",  100 ,DIGITAL
Feb-19,F104776,Karnataka,Ramanagar,Channapatna,  1 ,"  9,033 ",  54 ,DIGITAL
Feb-19,F103412,Karnataka,Koppal,Koppal,  1 ,  35 ,  0 ,DIGITAL
Feb-19,F164609,Karnataka,Mysore,Periyapatna,  1 ,  947 ,  6 ,DIGITAL
Feb-19,F103481,Karnataka,Shimoga,Hosanagara,  1 ,"  103,843 ",  623 ,DIGITAL
Feb-19,F103509,Karnataka,Belgaum,Batakurki,  1 ,  229 ,  1 ,DIGITAL
Feb-19,F180538,Madhya Pradesh,Bhopal,Huzur,  1 ,  40 ,  0 ,DIGITAL
Feb-19,F161017,West Bengal,Bardhaman,Burdwan - I,  1 ,  -   ,  -   ,DIGITAL
Feb-19,F153701,Karnataka,Belgaum,Athani,  1 ,  234 ,  1 ,DIGITAL
Feb-19,F104922,Karnataka,Belgaum,Bailhongal,  1 ,"  39,031 ",  234 ,DIGITAL
Feb-19,F104625,Andhra Pradesh,Chittoor,Palamaner,  1 ,"  22,846 ",  137 ,DIGITAL
Feb-19,F103625,Karnataka,Raichur,Raichur,  1 ,"  33,087 ",  199 ,DIGITAL
Feb-19,F103413,Andhra Pradesh,Chittoor,Punganur,  1 ,  35 ,  0 ,DIGITAL
Feb-19,F104859,Tamil Nadu,Ariyalur,Udayarpalayam,  1 ,  70 ,  0 ,DIGITAL
Feb-19,F164061,Madhya Pradesh,Bhopal,Huzur,  1 ,  -   ,  -   ,DIGITAL
Feb-19,F165560,Andhra Pradesh,Prakasam,Giddalur,  2 ,"  5,129 ",  31 ,DIGITAL
Feb-19,F161004,Karnataka,Shimoga,Shimoga,  1 ,"  1,845 ",  11 ,DIGITAL
Feb-19,F165561,Telangana,Warangal,Parkal,  2 ,"  5,775 ",  35 ,DIGITAL
Feb-19,F166435,Andhra Pradesh,West Godavari,Palakol (mdl),  1 ,"  41,487 ",  139 ,DIGITAL
Feb-19,F102777,Gujarat,Rajkot,Rajkot,  1 ,  398 ,  2 ,DIGITAL
Feb-19,F168081,Maharashtra,Yavatmal,Yavatmal,  19 ,"  252,381 ","  1,470 ",DIGITAL
Feb-19,F179909,Maharashtra,Yavatmal,Ner Persopant,  1 ,  200 ,  1 ,DIGITAL
Feb-19,F168212,Maharashtra,Jalgaon,Jalgaon,  1 ,  399 ,  2 ,DIGITAL
Feb-19,F168638,Tamil Nadu,Nagapattinam,Kilvelur,  2 ,  35 ,  0 ,DIGITAL
Feb-19,F168646,Kerala,Idukki,Devikulam,  6 ,"  16,412 ",  98 ,DIGITAL
Feb-19,F168642,Karnataka,Tumkur,Tiptur,  4 ,"  1,331 ",  8 ,DIGITAL
Feb-19,F168613,Gujarat,Banaskantha,Palanpur,  1 ,  300 ,  2 ,DIGITAL
Feb-19,F168655,Karnataka,Bidar,Aurad (b),  1 ,  448 ,  3 ,DIGITAL
Feb-19,SF169427,Karnataka,Bagalkot,Jamkhandi,  4 ,"  7,812 ",  36 ,DIGITAL
Feb-19,F170095,Andhra Pradesh,Nellore,Gudur,  1 ,"  1,032 ",  6 ,DIGITAL
Feb-19,F170525,Telangana,Medak,Medak,  1 ,  -   ,  -   ,DIGITAL
Feb-19,F170187,Karnataka,Dharwad,Hubli,  1 ,  617 ,  4 ,DIGITAL
Feb-19,F170709,Madhya Pradesh,Shivpuri,Kolaras,  1 ,  10 ,  0 ,DIGITAL
Feb-19,F170757,Andhra Pradesh,Nellore,Atmakur,  1 ,  -   ,  -   ,DIGITAL
Feb-19,F170774,Andhra Pradesh,East Godavari,Ravulapalem,  2 ,"  1,043 ",  6 ,DIGITAL
Feb-19,F171193,Madhya Pradesh,Ratlam,Ratlam,  1 ,  -   ,  -   ,DIGITAL
Feb-19,F171388,Tamil Nadu,Kanyakumari,Agastheeswaram,  2 ,  449 ,  3 ,DIGITAL
Feb-19,F172057,Tamil Nadu,Sivaganga,Sivaganga,  8 ,"  9,207 ",  55 ,DIGITAL
Feb-19,F172110,Tamil Nadu,Salem,Atur,  2 ,  564 ,  3 ,DIGITAL
Feb-19,F172792,Madhya Pradesh,Gwalior,Gwalior,  5 ,"  5,472 ",  33 ,DIGITAL
Feb-19,F172635,Tamil Nadu,Sivaganga,Karaikudi-sakkottaiblock,  10 ,"  28,214 ",  169 ,DIGITAL
Feb-19,F173094,Daman & Diu,Daman,Daman,  2 ,  984 ,  6 ,DIGITAL
Feb-19,F172924,Tamil Nadu,Coimbatore,Mettupalayam,  4 ,  525 ,  3 ,DIGITAL
Feb-19,F173173,Kerala,Thiruvananthapuram,Thiruvananthapuram,  2 ,"  17,142 ",  103 ,DIGITAL
Feb-19,F174549,Andhra Pradesh,Krishna,Kaikalur,  3 ,"  14,165 ",  85 ,DIGITAL
Feb-19,F108889,Karnataka,Raichur,Sindhnur,  1 ,"  1,727 ",  10 ,DIGITAL
Feb-19,F174432,Madhya Pradesh,Jabalpur,Jabalpur,  3 ,"  11,439 ",  69 ,DIGITAL
Feb-19,F175329,Maharashtra,Amravati,Amravati,  1 ,  766 ,  5 ,DIGITAL
Feb-19,F175805,Madhya Pradesh,Shivpuri,Kolaras,  2 ,  70 ,  0 ,DIGITAL
Feb-19,F161011,Karnataka,Chikkaballapur,Gauribidanur,  1 ,  154 ,  1 ,DIGITAL
Feb-19,F176465,Gujarat,Narmada,Nandod,  7 ,"  5,995 ",  36 ,DIGITAL
Feb-19,F176206,Andhra Pradesh,West Godavari,Bhimavaram (mdl),  5 ,"  2,635 ",  16 ,DIGITAL
Feb-19,F175808,Kerala,Thiruvananthapuram,Chirayinkeezhu,  8 ,"  29,340 ",  176 ,DIGITAL
Feb-19,F175987,Maharashtra,Pune,Baramati,  2 ,  244 ,  1 ,DIGITAL
Feb-19,F176654,Karnataka,Bidar,Humnabad,  2 ,  348 ,  2 ,DIGITAL
Feb-19,F176021,Telangana,Nalgonda,Nalgodna,  1 ,  275 ,  2 ,DIGITAL
Feb-19,F176924,Andhra Pradesh,Guntur,Vinukonda,  2 ,"  1,096 ",  7 ,DIGITAL
Feb-19,F175785,Madhya Pradesh,Guna,Guna,  1 ,  10 ,  0 ,DIGITAL
Feb-19,F176691,Kerala,Palakkad,Chittur,  1 ,  49 ,  0 ,DIGITAL
Feb-19,F176502,Karnataka,Tumkur,Koratagere,  1 ,  399 ,  2 ,DIGITAL
Feb-19,F179781,Madhya Pradesh,Dhar,Manawar,  1 ,  583 ,  3 ,DIGITAL
Feb-19,F180010,Tamil Nadu,Ramanathapuram,Paramakudi,  3 ,"  1,363 ",  6 ,DIGITAL
Feb-19,F180114,Tamil Nadu,Tiruvarur,Thiruvarur,  2 ,  169 ,  1 ,DIGITAL
Feb-19,F180068,Madhya Pradesh,Guna,Guna,  1 ,  105 ,  1 ,DIGITAL
Feb-19,F181869,Gujarat,Dahod,Dohad,  1 ,  50 ,  0 ,DIGITAL
Feb-19,F179254,Madhya Pradesh,Morena,Kailaras,  1 ,  10 ,  0 ,DIGITAL
Feb-19,F103822,Karnataka,Bagalkot,Jamkhandi,  1 ,  744 ,  1 ,DIGITAL
Feb-19,F178184,Karnataka,Koppal,Gangavathi,  1 ,  688 ,  1 ,DIGITAL
Feb-19,F103301,Karnataka,Uttara Kannada,Honavar,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F103336,Karnataka,Koppal,Kushtagi,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F104272,Karnataka,Bellary,Hospet,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F104293,Karnataka,Bellary,Bellary,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F104308,Karnataka,Koppal,Koppal,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F104376,Karnataka,Kolar,Bangarapet,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F104613,Karnataka,Dharwad,Hubli,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F103701,Karnataka,Udupi,Kundapura,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F105360,Karnataka,Chickmagalur,Mudigere,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F103875,Madhya Pradesh,Hoshangabad,Hoshangabad,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F104001,Karnataka,Mandya,Srirangapatna,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F179681,Madhya Pradesh,Hoshangabad,Itarsi,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F104233,Telangana,Khammam,Yellandu,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F104352,Andhra Pradesh,Srikakulam,Sompeta Mandal,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F104280,Karnataka,Chitradurga,Chitradurga,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F104298,Madhya Pradesh,Morena,Morena,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F180019,Maharashtra,Amravati,Ambapeth,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F170612,Madhya Pradesh,Rajgarh,Pachore,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F172664,Maharashtra,Aurangabad,Aurangabad,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F168647,Karnataka,Mandya,Malavalli,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F140351,Karnataka,Bangalore Rural,Hoskote,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F140594,Karnataka,Bijapur(KAR),Sindgi,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F104124,Andhra Pradesh,Cuddapah,Pulivendla,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F103476,Karnataka,Dakshina Kannada,Puttur,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F173532,Karnataka,Bijapur(KAR),Sindgi,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F140404,Karnataka,Raichur,Sindhanur,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F181996,Madhya Pradesh,Guna,Kumbhraj,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F170164,Madhya Pradesh,Mandla,Mandla,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F164610,Karnataka,Gulbarga,Gulbarga,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F164607,Karnataka,Haveri,Ranebennur,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F104261,Karnataka,Mandya,Malavalli,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F164624,Andhra Pradesh,Prakasam,Kanigiri,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F166766,Madhya Pradesh,Hoshangabad,Avgaonkala,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F168554,Karnataka,Bangalore,Bangalore South,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F168635,Andhra Pradesh,Chittoor,Srikalahasti,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F168340,Kerala,Thiruvananthapuram,Chirayinkil,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F169348,Maharashtra,Nagpur,Nagpur,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F169429,Telangana,Nalgonda,Suryapet,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F170601,Gujarat,Kachchh,Bhuj,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F171411,Madhya Pradesh,Morena,Joura,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F171128,Madhya Pradesh,Indore,Indore,  -   ,  -   ,  -   ,DIGITAL
Feb-19,F171560,Andhra Pradesh,Guntur,Bapatla,  -   ,  -   ,  -   ,DIGITAL
