Month,FID,RMF PNH ID,RMF Name,State,District,Town, RF'S  , Total value , Earned Margin ,, RF'S  , Total value , Earned Margin ,,RF's,Earned Margin
Apr-19,F177105,33122593,J P Agency,Tamil Nadu,Salem,Atur,41,340210,12164,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F174343,37961378,Saket Enterprises,Maharashtra,Wardha,Wardha,37,338233,9962,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F183410,38079332,Om Sai Traders,Madhya Pradesh,Jabalpur,Jabalpur,33,451356,13227,,  -   ,  -   ,  -   ,,33,5000
Apr-19,F182410,39331795,Sarkar Enterprises,Andhra Pradesh,Cuddapah,Rayachoti,5,123827,2837,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F172110,32390163,Sri Bhagavan Agencies,Tamil Nadu,Salem,Atur,4,86969,2087,,1,  -   ,  -   ,,  -   ,  -   
Apr-19,F175191,32005056,Aagrwal Traders,Madhya Pradesh,Jabalpur,Jabalpur,31,1059402,29144,,  -   ,  -   ,  -   ,,31,5000
Apr-19,F170605,32495370,Sri Sai Parandhama Kiranam & Agencies,Telangana,Nalgonda,Miryalguda,1,648,25,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F174905,36208839,K B Trade Links,Kerala,Kannur,Thalassery,1,1408,40,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F174550,32192534,Sri Venkateswara Traders,Andhra Pradesh,Krishna,Bantumilli,9,53098,1418,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F175739,31248587,Shyam Sijanal and Katalari,Gujarat,Sabarkantha,Modasa,3,148565,2480,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F175811,33260912,RAJSHREE TOBACO,Gujarat,Surat,Bardoli,2,8194,272,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F176201,37938455,Sravir Enterprises Private Limited,Kerala,Palakkad,Palakkad,2,34520,950,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F176874,39360545,Shree Hans General store,Gujarat,Bharuch,Anklesvar,2,94242,2257,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F176966,32599141,Yatin provision store,Gujarat,Vadodara,Sinor,1,2620,124,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F175490,36428776,Yogamaya Traders,Madhya Pradesh,Barwani,Barwani,1,15677,341,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F178069,32744726,Radhe Agency,Gujarat,Kachchh,Bhachau,3,93860,2453,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F178907,31603982,"R.S.K Sales & Products, Jammikunta",Telangana,Karim Nagar,Chelpur,25,212753,6280,,  -   ,  -   ,  -   ,,25,2000
Apr-19,F178812,33378089,Yug Distributor,Maharashtra,Bhandara,Bhandara,32,273499,7890,,  -   ,  -   ,  -   ,,32,2000
Apr-19,F176243,32544885,Hanuman Traders,Andhra Pradesh,Nellore,Podalakur,7,32649,1217,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F179813,33347270,Balakrishna Kiranam and General Agencies,Telangana,Jagtial,Dharmaram,33,347907,8302,,  -   ,  -   ,  -   ,,33,3000
Apr-19,F180376,37809573,Aarav Gruha Udyog and Multi Services,Maharashtra,Nagpur,Kalmeshwar,18,279539,7292,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F180357,33904103,Patel Enterprises,Gujarat,Mahesana,Mahesana,3,86914,2950,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F180950,39574960,Sri Shakthi Marketing Services,Tamil Nadu,Krishnagiri,Krishnagiri,9,138318,4139,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F181105,37306075,Rajeswari Agencies,Tamil Nadu,Nagapattinam,Mayiladuthurai,2,18559,527,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F181559,30538037,Kataria Super Stores,Gujarat,Valsad,Pardi,2,65746,1615,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F179363,37103998,Satyam Enterprises Gohad,Madhya Pradesh,Gwalior,Gird,30,118922,6122,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F180532,31389229,Shree Enterprises,Maharashtra,Nagpur,Umrer,7,16427,629,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F175934,32026796,Hariom Agency,Gujarat,Kachchh,Bhuj,1,16671,465,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F180810,33122668,Darpan Sales,Maharashtra,Amravati,Ambapeth,5,9652,373,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F180069,30775281,Sai Agencies,Tamil Nadu,Sivaganga,Ilayangudi,11,189219,5863,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F182050,37084591,Manjunatha Agencies,Andhra Pradesh,Ananthapur,Madakasira,5,152793,4208,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F181924,32003464,Lakshmi Prasanna Agencies,Andhra Pradesh,Prakasam,Ongole,25,999671,25660,,  -   ,  -   ,  -   ,,25,4000
Apr-19,F181912,30618705,Lakshmi & Co.,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,25,404502,10505,,  -   ,  -   ,  -   ,,25,4000
Apr-19,F182356,34247143,Tharun Agencies,Tamil Nadu,Salem,Salem,8,137173,3804,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F182762,37151446,Shri satguru stores,Madhya Pradesh,Hoshangabad,Garhaghat,3,46666,1125,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F183008,36337594,Sri Vaishnavi Agencies (SF),Andhra Pradesh,Guntur,Narasaraopet,1,  -   ,47873,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F183024,35153577,Venus Agencies (SF),Kerala,Thrissur,Mukundapuram,1,  -   ,4918,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F183034,31354859,Sri Vinayaka Agencies (SF),Andhra Pradesh,Prakasam,Ongole,1,  -   ,14755,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F183563,32066096,Venkataraghavendra Agencies,Andhra Pradesh,Guntur,Sattenapalle,35,907379,23592,,  -   ,  -   ,  -   ,,35,7500
Apr-19,F178506,32243188,Murali Biscuits,Andhra Pradesh,Nellore,Buchireddypalem,4,144518,5189,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F179725,32923939,Chellu Enterprises,Andhra Pradesh,Chittoor,Pakala,2,19063,537,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F181832,35967815,Sai Krupa Agencies,Andhra Pradesh,Nellore,Nellore,3,15649,514,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F184250,34855383,Sangiah Ramaiah Katkam,Karnataka,Bidar,Bidar,3,71896,2134,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F184282,36860317,Hardik Agency,Gujarat,Surat,Bardoli,4,248540,6579,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F184093,36418681,Vishwanath C Allibadi Contractor,Karnataka,Gulbarga,Gulbarga,4,19617,732,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F184577,34960186,Sri Ramanjaneya Agencies,Telangana,Medak,Gujvail,5,68549,2465,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F183708,37541465,P V C Mani & Co,Andhra Pradesh,Kurnool,Adoni,10,586771,17423,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F185752,38570507,Embee Inc,Karnataka,Davangere,Davanagere,4,2137,86,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F184719,31561078,Akarapu Varalaxmi Agencies,Telangana,Mahabub Nagar,Tadoor,3,93613,2136,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F184751,38015198,Murramsetti Anandam Kiranam,Telangana,Karim Nagar,Vemulawada,2,13977,316,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F184825,30129272,Venu Enterprises,Karnataka,Chikkaballapur,Gauribidanur,3,43223,1222,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F183618,33482406,Shri Bhargavi Traders,Telangana,Medak,Sangareddy,2,97776,2923,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F185127,30783449,Aakash Traders,Maharashtra,Akola,Akola,1,41733,975,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F185825,33267620,Divya Agency,Maharashtra,Nagpur,Nagpur,3,75343,1507,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F184336,33216189,S.K.S Enterprises,Karnataka,Shimoga,Shimoga,3,104338,2895,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F185758,31600295,Sri TirumalaTraders,Karnataka,Bellary,Hospet,6,274129,7322,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F185828,37062408,Krishna Stores,Tamil Nadu,Tiruchirappalli,Manapparai,1,  -   ,402,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F185463,32884921,Mahalaxmi Distributors,Karnataka,Bijapur(KAR),Bijapur,1,5905,99,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F186200,30683624,Gajanana Kiranam Store,Telangana,Jagtial,Metpalli,10,84240,2033,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F185884,34366134,Sri Chowdeshwari Agencies,Tamil Nadu,Krishnagiri,Denkanikotta,3,98052,2273,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F185787,38362304,Chirag Marketing,Maharashtra,Chandrapur,Chandrapur Ho,2,297008,7500,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F186374,30206775,B S Marketing,Karnataka,Tumkur,Tiptur,2,149209,4289,,  -   ,  -   ,  -   ,,  -   ,  -   
Apr-19,F186893,34008200,Prabhu Agencies,Maharashtra,Yavatmal,Pusad,2,118371,2763,,  -   ,  -   ,  -   ,,  -   ,  -   
May-19,F102583,33129428,Kabbalamma communication,Karnataka,Bangalore,Bangalore South,3,6179,140,,8,8539877,17347,,  -   ,  -   
May-19,F100035,35522233,Sanjay Prabhakar Shirookar,Goa,South Goa,Mormugao,1,4446,144,,27,1130368,4534,,  -   ,  -   
May-19,F100037,39477226,Fortune Gift House,Goa,South Goa,Salcete,1,7259,74,,48,10307552,24109,,  -   ,  -   
May-19,F103057,34938215,Laxmi Enterprises,Goa,North Goa,Tiswadi,1,635,16,,15,2689441,6331,,  -   ,  -   
May-19,F100974,37847699,Samir Telecom,Gujarat,Panch Mahals,Halol,1,9450,114,,16,7749644,15510,,  -   ,  -   
May-19,F167831,30633796,Sony Telecom,Gujarat,Ahmedabad,Sanand,9,222378,4850,,16,14293813,28614,,  -   ,  -   
May-19,F100991,32267557,Gulshan Mobiles,Gujarat,Panch Mahals,Godhra,14,196251,4759,,36,2333199,6096,,  -   ,  -   
May-19,F101013,39338995,Bharti Mobile Shop,Gujarat,Rajkot,Rajkot,  -   ,  -   ,  -   ,,4,99238,216,,  -   ,  -   
May-19,F101031,37855763,Welcome Telecom (RMF),Gujarat,Kachchh,Mundra,  -   ,  -   ,  -   ,,1,26016,151,,  -   ,  -   
May-19,F166349,31447827,Bansi mobile,Gujarat,Rajkot,Jetpur,17,95369,911,,25,25932662,52017,,  -   ,  -   
May-19,F101030,31827484,Zoya Mobile Care & Xerox,Gujarat,Ahmedabad,Sanand,  -   ,  -   ,  -   ,,2,53070,108,,  -   ,  -   
May-19,F101012,39746229,Delight Mobiles,Gujarat,Rajkot,Rajkot,4,25810,223,,10,5870890,11962,,  -   ,  -   
May-19,F101034,36533255,Shree Nathji Traders (RMF),Gujarat,Ahmedabad,Ahmadabad City,  -   ,  -   ,  -   ,,5,131398,383,,  -   ,  -   
May-19,F101026,33874828,Nabipur Telecom,Gujarat,Bharuch,Bharuch,7,142285,3455,,6,2791787,5587,,  -   ,  -   
May-19,F102633,31186594,Urvi Communication,Gujarat,Bharuch,Vagra,20,137373,943,,38,47606794,95507,,  -   ,  -   
May-19,F175309,30779311,Ayman Enterprise,Gujarat,Vadodara,Vadodara,  -   ,  -   ,  -   ,,11,184794,472,,  -   ,  -   
May-19,F104756,38157432,Anjanadri Traders,Karnataka,Tumkur,C.n.halli,31,668233,15223,,23,180740,954,,30,5000
May-19,F104726,32466893,Sri Vijayalakshmi Mobiles,Karnataka,Tumkur,Madhugiri,1,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
May-19,F104517,32579767,Genuine Enterprises,Karnataka,Mandya,Mandya,49,641120,15541,,14,691666,1409,,48,7500
May-19,F102811,36475217,Vivekananda Electricals & Hardware Oorukera Near Bus stop,Karnataka,Tumkur,Tumkur,  -   ,  -   ,  -   ,,2,11669,50,,  -   ,  -   
May-19,F103058,36037853,Shreeji travels,Gujarat,Panch Mahals,Halol,  -   ,  -   ,  -   ,,2,23481,48,,  -   ,  -   
May-19,F103195,36883178,SHREE  MARKETING  & DISTBUTORS,Karnataka,Tumkur,Gubbi,  -   ,  -   ,  -   ,,5,70697,222,,  -   ,  -   
May-19,F103231,34943177,Srinivasa Agency,Karnataka,Tumkur,Chikkanayakanahlli,38,603448,14426,,60,2151788,6904,,35,7500
May-19,F103295,31993938,Sri Manjunath Stores,Karnataka,Hassan,Arkalgud,2,2097,21,,10,331834,1631,,  -   ,  -   
May-19,F103380,36486917,Shri Shantikamba Enterprises,Karnataka,Uttara Kannada,Kumta,7,241880,5592,,57,849700,4781,,  -   ,  -   
May-19,F103406,39268732,Sri Nanda Enterprises,Karnataka,Kolar,Srinivasapura,  -   ,  -   ,  -   ,,6,92601,436,,  -   ,  -   
May-19,F103424,33179373,Divakars Enterprises,Karnataka,Uttara Kannada,Sirsi,13,219591,5558,,53,237437,1395,,  -   ,  -   
May-19,F103436,36137169,Ravi Enterprises,Karnataka,Chickmagalur,Chikmagalur,35,55437,1386,,7,155795,935,,  -   ,  -   
May-19,F103451,36583791,Arjun Dish Communication,Andhra Pradesh,Prakasam,Kandukur,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
May-19,F103486,39473553,Raj's Communications,Karnataka,Hassan,Arkalgud,  -   ,  -   ,  -   ,,7,42456,166,,  -   ,  -   
May-19,F103640,36225882,KMF Nandini Milk Parler,Karnataka,Dharwad,Dharwad,  -   ,  -   ,  -   ,,3,58416,339,,  -   ,  -   
May-19,F103690,36877596,JK Traders,Kerala,Kasargod,Hosdurg,  -   ,  -   ,  -   ,,7,1191408,2743,,  -   ,  -   
May-19,F103719,33415976,Friends communication,Maharashtra,Sangli,Palus,  -   ,  -   ,  -   ,,7,1197455,2569,,  -   ,  -   
May-19,F103737,39269239,Chilamaturu Traders,Andhra Pradesh,Kurnool,Kurnool,1,30701,656,,5,496646,998,,  -   ,  -   
May-19,F103787,34642599,Om Ganesh Communication,Maharashtra,Sangli,Walva,  -   ,  -   ,  -   ,,6,844543,1842,,  -   ,  -   
May-19,F103791,36578943,M M Enterprises,Karnataka,Ramanagar,Magadi,1,50859,1172,,43,1304823,4432,,  -   ,  -   
May-19,F103800,35667469,Laxmi Agencies,Telangana,Warangal,Nekkonda,1,1144,29,,1,  -   ,  -   ,,  -   ,  -   
May-19,F103858,32127462,Vayuputra Distributors,Karnataka,Chamrajnagar,Kollegal,2,32349,809,,3,19358,116,,  -   ,  -   
May-19,F103878,34978814,B M B Agency,Madhya Pradesh,Dewas,Dewas,1,5124,29,,18,905168,2367,,  -   ,  -   
May-19,F103903,34935619,Friends Mobiles,Kerala,Kasargod,Hosdurg,2,10307,46,,3,3713842,7493,,  -   ,  -   
May-19,F103953,39478852,Kesar Communications,Madhya Pradesh,Bhopal,Huzur,36,563621,14091,,13,438479,939,,36,7500
May-19,F103954,35521384,Jagadeesh anil kumar moblies,Andhra Pradesh,Ananthapur,Narpala,  -   ,  -   ,  -   ,,3,178314,1070,,  -   ,  -   
May-19,F103968,32735278,Sanjeevini Medical & General Store,Telangana,Nalgonda,Nalgonda,  -   ,  -   ,  -   ,,10,549801,1411,,  -   ,  -   
May-19,F104025,38813811,R.K.R Agencies,Tamil Nadu,Cuddalore,Tittakudi,1,5260,31,,13,1195973,2586,,  -   ,  -   
May-19,F104044,32968874,Vinay Agencies,Karnataka,Ramanagar,Kanakapura,1,  -   ,  -   ,,4,1010144,2046,,  -   ,  -   
May-19,F104060,36761584,SREE INFOCOMM,Kerala,Malappuram,Ponani,  -   ,  -   ,  -   ,,2,607250,1244,,  -   ,  -   
May-19,F104120,38659953,D.V.K Enterprises,Telangana,Warangal,Warangal,  -   ,  -   ,  -   ,,2,15661,94,,  -   ,  -   
May-19,F104176,38544893,Lakshmi Balaji Enterprises,Andhra Pradesh,Chittoor,Tirupati (Urban),3,62888,1581,,4,60886,208,,  -   ,  -   
May-19,F104211,33649932,JAYASHREE COMMUNICATION,Maharashtra,Sangli,Miraj,51,1392788,34541,,16,6958257,14540,,50,12000
May-19,F104286,31979366,Sri Sai Shiva Cell Wrold,Telangana,Mahabub Nagar,Stn. Jadcherla,  -   ,  -   ,  -   ,,8,463839,1083,,  -   ,  -   
May-19,F104304,37774362,Sri Laxmi Mobile Point,Karnataka,Kodagu,Somwarpet,1,  -   ,  -   ,,20,1482265,3970,,  -   ,  -   
May-19,F104366,33619446,Sri Vigneshwara Mobiles Stores,Telangana,Mahabub Nagar,Farooqnagar,  -   ,  -   ,  -   ,,2,47690,159,,  -   ,  -   
May-19,F104394,31492337,Kaushal Telecom,Madhya Pradesh,Ujjain,Ujjain,  -   ,  -   ,  -   ,,2,40237,104,,  -   ,  -   
May-19,F104409,31917629,Balaji Communications,Telangana,K.V.Rangareddy,Rangareddy,1,1078,21,,2,170032,341,,  -   ,  -   
May-19,F104446,37827214,Rajeswari Communication,Andhra Pradesh,Srikakulam,Santabommali Mandal,  -   ,  -   ,  -   ,,5,132210,762,,  -   ,  -   
May-19,F104462,36862896,Rachana Gift Center,Madhya Pradesh,Hoshangabad,Garhaghat,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
May-19,F104477,33572998,Vanshika Enterprises ,Madhya Pradesh,Bhopal,Bhopal,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
May-19,F104488,39932665,Anjana Traders,Madhya Pradesh,Mandsaur,Mandsaur,31,443853,11096,,5,194827,396,,31,5000
May-19,F104490,35265492,Shree Vishnu Enterprises,Tamil Nadu,Erode,Erode,1,2115,42,,13,3899246,7921,,  -   ,  -   
May-19,F104522,32494525,Sangameshwara Mobiles,Telangana,Hyderabad,Hyd,  -   ,  -   ,  -   ,,4,308823,797,,  -   ,  -   
May-19,F104538,36388463,R.V.S.Future Tech (RMF),Tamil Nadu,Coimbatore,Coimbatore South,  -   ,  -   ,  -   ,,2,  -   ,  -   ,,  -   ,  -   
May-19,F104541,32853984,A.R.Traders,Tamil Nadu,Coimbatore,Coimbatore South,  -   ,  -   ,  -   ,,2,33200,66,,  -   ,  -   
May-19,F104577,34978486,Shariff Telecom,Maharashtra,Ratnagiri,Chiplun,  -   ,  -   ,  -   ,,26,9572885,19611,,  -   ,  -   
May-19,F104583,37545379,Sri Lakshmi Agencies,Tamil Nadu,Coimbatore,Coimbatore North,1,3625,89,,37,9429342,19564,,  -   ,  -   
May-19,F104607,32597514,Lakshmi Sai Electronics (RMF),Andhra Pradesh,Guntur,Chilakaluripet,  -   ,  -   ,  -   ,,5,813199,3263,,  -   ,  -   
May-19,F104626,38158158,A.S.Tomar Enterprises (RMF),Madhya Pradesh,Bhind,Gohad,1,8239,49,,7,1577533,3201,,  -   ,  -   
May-19,F104668,35251365,Farukh Sales (RMF),Maharashtra,Yavatmal,Yavatmal,21,12142,304,,12,16009,33,,  -   ,  -   
May-19,F104710,32248165,Yuktha Enterprises (RMF),Karnataka,Chikkaballapur,Gauribidanur,  -   ,  -   ,  -   ,,4,763106,1620,,  -   ,  -   
May-19,F104711,38793477,Sai Distributors,Karnataka,Bijapur(KAR),Bijapur,1,  -   ,  -   ,,3,1899,11,,  -   ,  -   
May-19,F104774,36268513,Maa Kalika Enterprises,Madhya Pradesh,Ratlam,Ratlam,8,6322,180,,5,3284514,6581,,  -   ,  -   
May-19,F104778,38992644,Rohit Agency ,Maharashtra,Gondia,Sadak Arjuni,  -   ,  -   ,  -   ,,2,6246,37,,  -   ,  -   
May-19,F104787,34431489,Balaji Stores,Madhya Pradesh,Jhabua,Jhabua,3,103786,2494,,3,222917,451,,  -   ,  -   
May-19,F104799,34851555,Parag Computer & Graphics,Madhya Pradesh,Shivpuri,Shivpuri,  -   ,  -   ,  -   ,,3,345441,747,,  -   ,  -   
May-19,F104808,39925798,Ratnaraj Distributors ,Madhya Pradesh,Ratlam,Jaora,6,191415,4371,,8,11849774,23700,,  -   ,  -   
May-19,F104816,37341553,Lucky Computer Distributors,Madhya Pradesh,Ratlam,Ratlam,1,5600,24,,6,9172405,18340,,  -   ,  -   
May-19,F104835,39477212,Keshar Communication ,Madhya Pradesh,Bhopal,Huzur,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
May-19,F104840,33218442,Shree Nidhi Enterprises,Karnataka,Bangalore,Anekal,11,67725,605,,25,39972821,80250,,  -   ,  -   
May-19,F104845,38769454,Hariwallabh Makwana,Madhya Pradesh,Mandsaur,Mandsaur,13,60979,1324,,10,6216976,12485,,  -   ,  -   
May-19,F104847,34286336,Lucky Recharge Centre,Maharashtra,Akola,Akola,  -   ,  -   ,  -   ,,4,999906,2025,,  -   ,  -   
May-19,F104853,36577819,Jai Maa Ratangarh Enterprises ,Madhya Pradesh,Gwalior,Gwalior,3,15295,156,,14,12460373,24941,,  -   ,  -   
May-19,F104855,39258784,Jain Telecom Centre,Madhya Pradesh,Shivpuri,Shivpuri,1,9269,64,,4,13647301,27234,,  -   ,  -   
May-19,F104142,33966749,A.K.Traders,Karnataka,Davangere,Davanagere,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
May-19,F103219,33229882,Sri Padma Agencies,Karnataka,Kolar,Mulbagal,  -   ,  -   ,  -   ,,1,380,1,,  -   ,  -   
May-19,F103400,31893453,Sharada Enterprises,Karnataka,Kolar,Malur,52,777026,15106,,23,14552284,30739,,46,7500
May-19,F103659,34494845,S R Communication,Karnataka,Udupi,Kundapura,11,140768,3481,,8,307586,884,,  -   ,  -   
May-19,F103252,35539823,Arjun Telelinks,Karnataka,Shimoga,Sorab,  -   ,  -   ,  -   ,,4,202678,1216,,  -   ,  -   
May-19,F103524,31235883,Tulip Infotech,Karnataka,Chickmagalur,Koppa,2,9599,336,,6,150924,876,,  -   ,  -   
May-19,F103570,36936511,Sai Ram General Stores,Andhra Pradesh,Chittoor,Palamaner,2,2994,70,,3,377066,793,,  -   ,  -   
May-19,F168658,31644891,Sapthagiri Shopping Centre,Karnataka,Chikkaballapur,Sidlghatta,5,199165,4256,,6,2541788,5084,,  -   ,  -   
May-19,F103650,39582473,PERFECT FINANCIAL SOLUTIONS,Karnataka,Chickmagalur,Chikmagalur,34,680529,16361,,17,107956,400,,33,5000
May-19,F103671,39656715,M.S Agencies,Kerala,Kollam,Kottarakkara,5,181476,5712,,32,797408,4621,,  -   ,  -   
May-19,F103661,39958189,Bavi Enterprises,Karnataka,Bellary,Hb Halli,1,700,25,,3,88717,177,,  -   ,  -   
May-19,F104419,31652539,Ram Enterprises,Tamil Nadu,Theni,Uthamapalayam,2,57201,1341,,16,338256,996,,  -   ,  -   
May-19,F103470,35638992,G.S Agencies,Andhra Pradesh,Ananthapur,Anantapur,38,707063,17439,,57,4058093,10962,,36,7500
May-19,F103472,32362294,Anjani Tele Service & Marketing,Andhra Pradesh,Ananthapur,Anantapur,1,607,15,,36,1251919,4239,,  -   ,  -   
May-19,F103339,36383123,Kranthi Enterprises,Andhra Pradesh,Ananthapur,Dharmavaram,1,1222,31,,9,632677,2301,,  -   ,  -   
May-19,F103693,38689699,Sri KantaGupta Agencies,Karnataka,Tumakuru,Tiptur,6,288131,7210,,5,67242,391,,  -   ,  -   
May-19,F103435,31558898,Kripa Creations,Kerala,Kozhikode,Kozhikode,11,62595,280,,72,24570142,54892,,  -   ,  -   
May-19,F103624,37457745,Balaji Basic Computer Center,Karnataka,Mysore,Mysore,2,16696,176,,12,5515295,11426,,  -   ,  -   
May-19,F103633,33941782,Siddhartha Electronics,Karnataka,Raichur,Deodurga,  -   ,  -   ,  -   ,,9,464070,2659,,  -   ,  -   
May-19,F103710,32736747,Soumya Total Distributors,Karnataka,Kodagu,Virajpet,2,3639,91,,7,396072,1982,,  -   ,  -   
May-19,F103538,33236511,Guptha Enterprises,Karnataka,Tumkur,Turuvekere,3,8793,120,,5,327005,849,,  -   ,  -   
May-19,F103720,32876772,Arun Electronics,Karnataka,Hassan,Alur,6,228144,5704,,11,70937,312,,  -   ,  -   
May-19,F167219,35865733,S.P Creations,Andhra Pradesh,East Godavari,Kakinada (Urban),1,10119,151,,10,2220776,4940,,  -   ,  -   
May-19,F103649,31588822,Vaishnavi Traders,Telangana,Karim Nagar,Arepalli,  -   ,  -   ,  -   ,,10,246291,1336,,  -   ,  -   
May-19,F103802,35342312,P.R.ELECTRONICS,Kerala,Kozhikode,Vadakara,2,6876,138,,12,236068,1412,,  -   ,  -   
May-19,F103788,39817397,Jishnu Distribution,Karnataka,Kolar,Bangarapet,51,914442,21827,,17,702401,3897,,51,12000
May-19,F103842,36915794,Venkateswara Agencies,Andhra Pradesh,Ananthapur,Tadipatri,37,686607,17074,,23,2307163,5426,,36,7500
May-19,F103811,37421698,Jeeva Enterprises,Tamil Nadu,Cuddalore,Chidambaram North,1,1674,59,,14,219547,1282,,  -   ,  -   
May-19,F103829,38883354,Sachin mobile shopy,Maharashtra,Sangli,Miraj,  -   ,  -   ,  -   ,,8,365414,1045,,  -   ,  -   
May-19,F103495,39898156,SupremeElectronics,Karnataka,Dakshina Kannada,Mangalore,1,658,23,,1,1488672,3040,,  -   ,  -   
May-19,F103525,39594741,Pavan Agencies,Andhra Pradesh,Kurnool,Kurnool,28,227067,5703,,32,370732,2188,,  -   ,  -   
May-19,F104739,39948387,Dharmik Communications,Kerala,Kannur,Taliparamba,1,5250,  -   ,,24,6121776,13548,,  -   ,  -   
May-19,F103840,33399267,Group Communication,Tamil Nadu,Sivaganga,Tirupattur,2,6195,127,,51,1753690,5538,,  -   ,  -   
May-19,F103892,34963576,Sai Ram Communications,Telangana,Warangal,Narsampet,  -   ,  -   ,  -   ,,20,283923,1623,,  -   ,  -   
May-19,F168555,31687805,TANEJA PATANJALI SEVA KENDRA,Madhya Pradesh,Sehore,Budhni,  -   ,  -   ,  -   ,,15,3011529,6553,,  -   ,  -   
May-19,F104860,35476733,Omkar Enterprises,Madhya Pradesh,Indore,Indore,  -   ,  -   ,  -   ,,20,5190355,10474,,  -   ,  -   
May-19,F103886,36912368,Lakshmi cool drinks,Andhra Pradesh,Chittoor,Kanipakam,2,7433,186,,12,218659,720,,  -   ,  -   
May-19,F103910,36389314,Mohammed Agencies,Andhra Pradesh,Kurnool,Kurnool,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
May-19,F170094,38381536,Sri Datta Karunya Agencies,Andhra Pradesh,Nellore,Kavali,5,175927,4398,,4,25454,88,,  -   ,  -   
May-19,F103717,32533384,Joothi D2H,Tamil Nadu,Sivaganga,Tirupattur,8,121637,3002,,32,274495,1571,,  -   ,  -   
May-19,F104826,39386244,Coco Brain Technologies ,Kerala,Kannur,Taliparamba,  -   ,  -   ,  -   ,,3,69274,206,,  -   ,  -   
